"year","month","common","MODE_FX","AREA_X","catch_count","mean_brevis_count"
1990,3,"LADYFISH",7,5,83,1834
1990,3,"LEATHERJACK",3,5,2,1834
1990,3,"LEFTEYE FLOUNDER FAMILY",3,5,1,1834
1990,3,"PIGFISH",3,5,1,1834
1990,3,"PINFISH",3,5,10,1834
1990,3,"PINFISH",7,5,14,1834
1990,3,"RED DRUM",7,5,3,1834
1990,3,"RED GROUPER",7,5,2,1834
1990,3,"SAND SEATROUT",7,5,39,1834
1990,3,"SEA CATFISH FAMILY",7,5,2,1834
1990,3,"SHEEPSHEAD",3,5,24,1834
1990,3,"SHEEPSHEAD",7,5,20,1834
1990,3,"SILVER SEATROUT",7,5,14,1834
1990,3,"SOUTHERN KINGFISH",7,5,1,1834
1990,3,"SOUTHERN PUFFER",7,5,36,1834
1990,3,"SOUTHERN STINGRAY",7,5,2,1834
1990,3,"SPANISH MACKEREL",3,5,73,1834
1990,3,"SPANISH MACKEREL",7,5,3,1834
1990,3,"SPOTTED SEATROUT",7,5,80,1834
1990,3,"STRIPED BURRFISH",7,5,13,1834
1990,3,"UNIDENTIFIED (SURFACE FISH)",3,5,1,1834
1990,3,"UNIDENTIFIED GROUPER",7,5,4,1834
1990,3,"WHITE GRUNT",7,5,23,1834
1990,8,"ATLANTIC NEEDLEFISH",7,5,1,0
1990,8,"ATLANTIC THREAD HERRING",7,5,110,0
1990,8,"BLACK SEA BASS",7,5,77,0
1990,8,"BLACKTIP SHARK",7,5,1,0
1990,8,"BLUE RUNNER",7,5,3,0
1990,8,"COMMON SNOOK",7,5,1,0
1990,8,"CREVALLE JACK",7,5,2,0
1990,8,"GAFFTOPSAIL CATFISH",7,5,61,0
1990,8,"GRAY SNAPPER",7,5,11,0
1990,8,"GRUNT FAMILY",7,5,35,0
1990,8,"GULF FLOUNDER",5,5,1,0
1990,8,"GULF FLOUNDER",7,5,1,0
1990,8,"HARDHEAD CATFISH",5,5,2,0
1990,8,"HARDHEAD CATFISH",7,5,34,0
1990,8,"INSHORE LIZARDFISH",5,5,1,0
1990,8,"INSHORE LIZARDFISH",7,5,3,0
1990,8,"LADYFISH",7,5,1,0
1990,8,"LEFTEYE FLOUNDER FAMILY",7,5,1,0
1990,8,"PIGFISH",7,5,49,0
1990,8,"PINFISH",5,5,4,0
1990,8,"PINFISH",7,5,85,0
1990,8,"PUFFER FAMILY",7,5,6,0
1990,8,"RED DRUM",5,5,5,0
1990,8,"RED DRUM",7,5,30,0
1990,8,"RED GROUPER",7,5,1,0
1990,8,"REMORA",7,5,3,0
1990,8,"SAND PERCH",7,5,2,0
1990,8,"SAND SEATROUT",7,5,29,0
1990,8,"SCALED SARDINE",7,5,90,0
1990,8,"SEA CATFISH FAMILY",7,5,24,0
1990,8,"SHEEPSHEAD",7,5,2,0
1990,8,"SILVER SEATROUT",7,5,2,0
1990,8,"SNAPPER FAMILY",7,5,6,0
1990,8,"SNOOK GENUS",7,5,2,0
1990,8,"SOUTHERN FLOUNDER",7,5,1,0
1990,8,"SOUTHERN KINGFISH",7,5,2,0
1990,8,"SOUTHERN PUFFER",7,5,4,0
1990,8,"SOUTHERN STINGRAY",5,5,1,0
1990,8,"SPANISH MACKEREL",7,5,1,0
1990,8,"SPANISH SARDINE",7,5,50,0
1990,8,"SPOTTED SEATROUT",5,5,32,0
1990,8,"SPOTTED SEATROUT",7,5,133,0
1990,8,"TOADFISH FAMILY",7,5,4,0
1990,8,"UNIDENTIFIED FISH",7,5,24,0
1990,10,"ATLANTIC CROAKER",7,5,1,0
1990,10,"ATLANTIC NEEDLEFISH",7,5,3,0
1990,10,"ATLANTIC THREAD HERRING",7,5,213,0
1990,10,"BLACK DRUM",7,5,1,0
1990,10,"BLACK SEA BASS",7,5,7,0
1990,10,"COBIA",7,5,2,0
1990,10,"CREVALLE JACK",3,5,1,0
1990,10,"CREVALLE JACK",7,5,19,0
1990,10,"GAFFTOPSAIL CATFISH",7,5,22,0
1990,10,"GAG",7,5,5,0
1990,10,"GRAY SNAPPER",7,5,39,0
1990,10,"GRUNT FAMILY",7,5,5,0
1990,10,"GULF FLOUNDER",3,5,2,0
1990,10,"GULF FLOUNDER",7,5,5,0
1990,10,"GULF TOADFISH",7,5,1,0
1990,10,"HARDHEAD CATFISH",3,5,9,0
1990,10,"HARDHEAD CATFISH",7,5,38,0
1990,10,"INSHORE LIZARDFISH",3,5,1,0
1990,10,"INSHORE LIZARDFISH",7,5,21,0
1990,10,"JACK FAMILY",7,5,7,0
1990,10,"LADYFISH",7,5,98,0
1990,10,"LIZARDFISH FAMILY",7,5,9,0
1990,10,"NEEDLEFISH FAMILY",7,5,3,0
1990,10,"ORANGE FILEFISH",7,5,1,0
1990,10,"PIGFISH",3,5,7,0
1990,10,"PIGFISH",7,5,38,0
1990,10,"PINFISH",7,5,234,0
1990,10,"PUFFER FAMILY",7,5,2,0
1990,10,"RED DRUM",7,5,7,0
1990,10,"RED GROUPER",7,5,6,0
1990,10,"ROUGHTAIL STINGRAY",7,5,1,0
1990,10,"SAND PERCH",7,5,2,0
1990,10,"SAND SEATROUT",7,5,1,0
1990,10,"SCALED SARDINE",3,5,60,0
1990,10,"SCALED SARDINE",7,5,535,0
1990,10,"SCRAWLED COWFISH",7,5,2,0
1990,10,"SEA CATFISH FAMILY",7,5,16,0
1990,10,"SEATROUT GENUS",7,5,4,0
1990,10,"SHEEPSHEAD",7,5,27,0
1990,10,"SILVER PERCH",7,5,5,0
1990,10,"SILVER SEATROUT",7,5,1,0
1990,10,"SOUTHERN FLOUNDER",7,5,1,0
1990,10,"SOUTHERN KINGFISH",7,5,1,0
1990,10,"SOUTHERN PUFFER",7,5,1,0
1990,10,"SPANISH MACKEREL",7,5,12,0
1990,10,"SPOTFIN MOJARRA",7,5,3,0
1990,10,"SPOTTED SEATROUT",3,5,1,0
1990,10,"SPOTTED SEATROUT",7,5,221,0
1990,10,"STINGRAY FAMILY",7,5,2,0
1990,10,"STRIPED BURRFISH",7,5,13,0
1990,10,"UNIDENTIFIED FISH",7,5,1,0
1990,10,"UNIDENTIFIED GROUPER",7,5,1,0
1991,7,"ATLANTIC NEEDLEFISH",7,5,1,699640
1991,7,"COMMON SNOOK",7,5,10,699640
1991,7,"CREVALLE JACK",7,5,1,699640
1991,7,"GRAY SNAPPER",7,5,3,699640
1991,7,"GULF FLOUNDER",7,5,1,699640
1991,7,"HARDHEAD CATFISH",7,5,4,699640
1991,7,"LADYFISH",7,5,3,699640
1991,7,"NEEDLEFISH FAMILY",7,5,1,699640
1991,7,"PIGFISH",7,5,27,699640
1991,7,"PINFISH",7,5,42,699640
1991,7,"RED DRUM",7,5,3,699640
1991,7,"SAND SEATROUT",7,5,1,699640
1991,7,"SCALED SARDINE",7,5,200,699640
1991,7,"SHEEPSHEAD",7,5,2,699640
1991,7,"SPOTTED SEATROUT",7,5,21,699640
1991,7,"YELLOWFIN MENHADEN",7,5,20,699640
1991,9,"GRAY SNAPPER",7,5,15,152600
1991,9,"HARDHEAD CATFISH",7,5,2,152600
1991,9,"LADYFISH",7,5,12,152600
1991,9,"LEFTEYE FLOUNDER GENUS",7,5,1,152600
1991,9,"PINFISH",7,5,21,152600
1991,9,"RED DRUM",7,5,2,152600
1991,9,"SCALED SARDINE",7,5,40,152600
1991,9,"SOUTHERN FLOUNDER",7,5,1,152600
1991,9,"SPOTTED SEATROUT",7,5,7,152600
1991,10,"COMMON SNOOK",7,5,1,9893
1991,10,"CREVALLE JACK",7,5,3,9893
1991,10,"GAFFTOPSAIL CATFISH",7,5,2,9893
1991,10,"GAG",7,5,5,9893
1991,10,"GRAY SNAPPER",7,5,3,9893
1991,10,"LADYFISH",7,5,2,9893
1991,10,"PIGFISH",7,5,1,9893
1991,10,"RED DRUM",7,5,3,9893
1991,10,"SAND DIVER",7,5,2,9893
1991,10,"SPANISH MACKEREL",7,5,1,9893
1991,10,"SPOTTED SEATROUT",7,5,40,9893
1991,11,"BLACK SEA BASS",7,5,9,0
1991,11,"BLUEFISH",7,5,10,0
1991,11,"COMMON SNOOK",3,5,2,0
1991,11,"COMMON SNOOK",7,5,17,0
1991,11,"CREVALLE JACK",7,5,12,0
1991,11,"GAG",7,5,6,0
1991,11,"GRAY SNAPPER",7,5,15,0
1991,11,"GULF FLOUNDER",3,5,2,0
1991,11,"GULF FLOUNDER",7,5,5,0
1991,11,"HAMMERHEAD SHARK GENUS",7,5,2,0
1991,11,"HARDHEAD CATFISH",7,5,4,0
1991,11,"INSHORE LIZARDFISH",7,5,29,0
1991,11,"LADYFISH",3,5,1,0
1991,11,"LADYFISH",7,5,12,0
1991,11,"LEFTEYE FLOUNDER GENUS",7,5,2,0
1991,11,"LIZARDFISH GENUS",7,5,4,0
1991,11,"PIGFISH",3,5,20,0
1991,11,"PINFISH",7,5,17,0
1991,11,"RED DRUM",3,5,1,0
1991,11,"RED DRUM",7,5,7,0
1991,11,"SAND PERCH",7,5,13,0
1991,11,"SHEEPSHEAD",7,5,8,0
1991,11,"SOUTHERN FLOUNDER",7,5,7,0
1991,11,"SOUTHERN KINGFISH",3,5,1,0
1991,11,"SOUTHERN PUFFER",3,5,1,0
1991,11,"SOUTHERN PUFFER",7,5,2,0
1991,11,"SPANISH MACKEREL",7,5,3,0
1991,11,"SPOTTED SEATROUT",7,5,71,0
1991,11,"STINGRAY FAMILY",7,5,1,0
1991,11,"STRIPED BURRFISH",7,5,1,0
1991,11,"UNIDENTIFIED FISH",7,5,1,0
1991,11,"WHITE GRUNT",7,5,6,0
1991,12,"CREVALLE JACK",7,5,1,0
1991,12,"LADYFISH",7,5,4,0
1991,12,"SPOTTED SEATROUT",7,5,8,0
1992,9,"PIGFISH",7,5,3,3234990
1992,9,"PINFISH",7,5,9,3234990
1992,10,"ATLANTIC TARPON",7,5,1,96106
1992,10,"BLUE RUNNER",7,5,1,96106
1992,10,"COBIA",7,5,1,96106
1992,10,"COMMON SNOOK",7,5,12,96106
1992,10,"CREVALLE JACK",7,5,44,96106
1992,10,"FLORIDA POMPANO",7,5,1,96106
1992,10,"GAFFTOPSAIL CATFISH",7,5,2,96106
1992,10,"GRAY SNAPPER",7,5,27,96106
1992,10,"GULF FLOUNDER",3,5,1,96106
1992,10,"HARDHEAD CATFISH",7,5,13,96106
1992,10,"HERRING FAMILY",7,5,35,96106
1992,10,"IRISH POMPANO",7,5,6,96106
1992,10,"JACK FAMILY",7,5,1,96106
1992,10,"LADYFISH",7,5,52,96106
1992,10,"PIGFISH",7,5,5,96106
1992,10,"PINFISH",3,5,8,96106
1992,10,"PINFISH",7,5,32,96106
1992,10,"RED DRUM",7,5,7,96106
1992,10,"RED GROUPER",7,5,1,96106
1992,10,"REMORA FAMILY",7,5,1,96106
1992,10,"SAND PERCH",7,5,5,96106
1992,10,"SCALED SARDINE",7,5,48,96106
1992,10,"SEATROUT GENUS",7,5,3,96106
1992,10,"SHEEPSHEAD",7,5,1,96106
1992,10,"SOUTHERN FLOUNDER",3,5,1,96106
1992,10,"SOUTHERN FLOUNDER",7,5,1,96106
1992,10,"SPOTTED SEATROUT",3,5,4,96106
1992,10,"SPOTTED SEATROUT",7,5,29,96106
1992,10,"STRIPED MULLET",7,5,6,96106
1992,11,"CREVALLE JACK",7,5,7,404089
1992,11,"GRAY SNAPPER",7,5,2,404089
1992,11,"HARDHEAD CATFISH",7,5,7,404089
1992,11,"INSHORE LIZARDFISH",7,5,2,404089
1992,11,"LADYFISH",7,5,6,404089
1992,11,"PIGFISH",7,5,10,404089
1992,11,"SCALED SARDINE",5,5,75,404089
1992,11,"SCALED SARDINE",7,5,199,404089
1992,11,"SPOTTED SEATROUT",7,5,25,404089
1992,11,"STRIPED BURRFISH",7,5,3,404089
1992,12,"BLACK SEA BASS",7,5,1,111
1992,12,"COMMON SNOOK",7,5,10,111
1992,12,"CREVALLE JACK",7,5,8,111
1992,12,"GAFFTOPSAIL CATFISH",7,5,3,111
1992,12,"GAG",7,5,1,111
1992,12,"GRAY SNAPPER",7,5,4,111
1992,12,"GULF FLOUNDER",7,5,3,111
1992,12,"HARDHEAD CATFISH",7,5,1,111
1992,12,"INSHORE LIZARDFISH",7,5,4,111
1992,12,"LADYFISH",7,5,6,111
1992,12,"LIZARDFISH FAMILY",7,5,2,111
1992,12,"PINFISH",7,5,2,111
1992,12,"RED DRUM",7,5,14,111
1992,12,"SAND DIVER",7,5,1,111
1992,12,"SHEEPSHEAD",7,5,9,111
1992,12,"SOUTHERN FLOUNDER",7,5,1,111
1992,12,"SOUTHERN KINGFISH",7,5,1,111
1992,12,"SPOTTED SEATROUT",3,5,1,111
1992,12,"SPOTTED SEATROUT",7,5,53,111
1992,12,"STRIPED BURRFISH",7,5,1,111
1993,8,"BLUE RUNNER",3,5,2,0
1993,8,"CREVALLE JACK",3,5,8,0
1993,8,"CREVALLE JACK",7,5,1,0
1993,8,"GAFFTOPSAIL CATFISH",7,5,10,0
1993,8,"GRAY SNAPPER",3,5,3,0
1993,8,"GRAY SNAPPER",7,5,30,0
1993,8,"GULF FLOUNDER",7,5,1,0
1993,8,"HAMMERHEAD SHARK GENUS",7,5,1,0
1993,8,"HARDHEAD CATFISH",3,5,2,0
1993,8,"HARDHEAD CATFISH",7,5,4,0
1993,8,"LADYFISH",3,5,1,0
1993,8,"LADYFISH",7,5,8,0
1993,8,"LEATHERJACK",3,5,102,0
1993,8,"PIGFISH",7,5,7,0
1993,8,"PINFISH",7,5,143,0
1993,8,"RED DRUM",7,5,50,0
1993,8,"SCALED SARDINE",7,5,549,0
1993,8,"SHEEPSHEAD",3,5,3,0
1993,8,"SOUTHERN PUFFER",7,5,1,0
1993,8,"SPANISH MACKEREL",3,5,10,0
1993,8,"SPOTTED SEATROUT",7,5,67,0
1993,8,"STINGRAY FAMILY",7,5,2,0
1993,8,"STRIPED BURRFISH",7,5,1,0
1993,8,"STRIPED MULLET",7,5,15,0
1993,8,"UNIDENTIFIED GROUPER",7,5,3,0
1994,9,"GAG",7,5,1,2924140
1994,9,"LADYFISH",7,5,1,2924140
1994,9,"NEEDLEFISH FAMILY",7,5,2,2924140
1994,9,"PINFISH",7,5,7,2924140
1994,9,"SPOTTED SEATROUT",7,5,4,2924140
1994,9,"STRIPED MULLET",3,5,19,2924140
1994,10,"ATLANTIC THREAD HERRING",7,5,200,436650
1994,10,"COMMON SNOOK",7,5,22,436650
1994,10,"CREVALLE JACK",7,5,32,436650
1994,10,"GAFFTOPSAIL CATFISH",7,5,1,436650
1994,10,"GAG",7,5,7,436650
1994,10,"GRAY SNAPPER",7,5,7,436650
1994,10,"GREAT BARRACUDA",7,5,2,436650
1994,10,"HARDHEAD CATFISH",7,5,7,436650
1994,10,"INSHORE LIZARDFISH",7,5,3,436650
1994,10,"KING MACKEREL",7,5,1,436650
1994,10,"LADYFISH",7,5,4,436650
1994,10,"LEFTEYE FLOUNDER GENUS",7,5,1,436650
1994,10,"LITTLE TUNNY",7,5,3,436650
1994,10,"NEEDLEFISH FAMILY",7,5,1,436650
1994,10,"PINFISH",7,5,36,436650
1994,10,"RED DRUM",7,5,2,436650
1994,10,"RED GROUPER",7,5,8,436650
1994,10,"SCALED SARDINE",7,5,10,436650
1994,10,"SOUTHERN FLOUNDER",7,5,1,436650
1994,10,"SPOTTED SEATROUT",7,5,19,436650
1994,10,"STINGRAY FAMILY",7,5,1,436650
1994,11,"CREVALLE JACK",3,5,4,1393431
1994,11,"CREVALLE JACK",7,5,2,1393431
1994,11,"GAG",3,5,6,1393431
1994,11,"GRAY SNAPPER",7,5,7,1393431
1994,11,"HARDHEAD CATFISH",7,5,1,1393431
1994,11,"LADYFISH",3,5,1,1393431
1994,11,"LADYFISH",7,5,3,1393431
1994,11,"PIGFISH",3,5,3,1393431
1994,11,"PINFISH",3,5,1,1393431
1994,11,"PLANEHEAD FILEFISH",3,5,4,1393431
1994,11,"SHEEPSHEAD",3,5,2,1393431
1994,11,"SHEEPSHEAD",7,5,2,1393431
1994,11,"SPOTTAIL PINFISH",3,5,1,1393431
1994,11,"STINGRAY FAMILY",3,5,1,1393431
1994,11,"YELLOWMOUTH GROUPER",3,5,3,1393431
1994,12,"BLACK DRUM",7,5,1,4770404
1994,12,"CREVALLE JACK",7,5,6,4770404
1994,12,"GAG",7,5,17,4770404
1994,12,"GRAY SNAPPER",7,5,14,4770404
1994,12,"GULF FLOUNDER",7,5,7,4770404
1994,12,"INSHORE LIZARDFISH",7,5,6,4770404
1994,12,"LADYFISH",7,5,27,4770404
1994,12,"PIGFISH",7,5,2,4770404
1994,12,"PINFISH",7,5,9,4770404
1994,12,"SPOTTED SEATROUT",7,5,66,4770404
1995,1,"BLACK DRUM",3,5,1,3332
1995,1,"BLACK SEA BASS",7,5,1,3332
1995,1,"CLEARNOSE SKATE",3,5,1,3332
1995,1,"COMMON SNOOK",7,5,2,3332
1995,1,"CREVALLE JACK",7,5,4,3332
1995,1,"GAFFTOPSAIL CATFISH",3,5,6,3332
1995,1,"GAG",3,5,1,3332
1995,1,"GULF FLOUNDER",3,5,1,3332
1995,1,"HARDHEAD CATFISH",7,5,1,3332
1995,1,"INSHORE LIZARDFISH",3,5,6,3332
1995,1,"INSHORE LIZARDFISH",7,5,1,3332
1995,1,"LADYFISH",7,5,2,3332
1995,1,"LEFTEYE FLOUNDER FAMILY",3,5,2,3332
1995,1,"PIGFISH",3,5,2,3332
1995,1,"PINFISH",3,5,22,3332
1995,1,"RED DRUM",3,5,1,3332
1995,1,"SAND SEATROUT",7,5,1,3332
1995,1,"SHEEPSHEAD",3,5,7,3332
1995,1,"SHEEPSHEAD",7,5,1,3332
1995,1,"SOUTHERN PUFFER",7,5,1,3332
1995,1,"SPANISH MACKEREL",3,5,1,3332
1995,1,"SPOTTED SEATROUT",3,5,1,3332
1995,1,"STINGRAY GENUS",7,5,1,3332
1995,2,"BLACK SEA BASS",7,5,1,0
1995,2,"FLORIDA POMPANO",7,5,1,0
1995,2,"GAG",7,5,3,0
1995,2,"GRAY SNAPPER",7,5,26,0
1995,2,"GULF TOADFISH",7,5,1,0
1995,2,"KINGFISH GENUS",7,5,4,0
1995,2,"LEFTEYE FLOUNDER FAMILY",3,5,1,0
1995,2,"PINFISH",3,5,5,0
1995,2,"RED DRUM",7,5,3,0
1995,2,"SAND PERCH",7,5,1,0
1995,2,"SEATROUT GENUS",7,5,14,0
1995,2,"SHEEPSHEAD",3,5,1,0
1995,2,"SHEEPSHEAD",7,5,46,0
1995,2,"SILVER PERCH",7,5,1,0
1995,2,"SOUTHERN KINGFISH",3,5,1,0
1995,2,"SOUTHERN KINGFISH",7,5,1,0
1995,2,"SPOTTAIL PINFISH",7,5,11,0
1995,2,"SPOTTED SEATROUT",3,5,1,0
1995,2,"SPOTTED SEATROUT",7,5,6,0
1995,2,"WHITE GRUNT",7,5,12,0
1995,5,"BLACK SEA BASS",7,5,3,456450
1995,5,"CREVALLE JACK",7,5,40,456450
1995,5,"GAG",7,5,15,456450
1995,5,"GRAY SNAPPER",7,5,15,456450
1995,5,"HARDHEAD CATFISH",7,5,1,456450
1995,5,"INSHORE LIZARDFISH",7,5,2,456450
1995,5,"LADYFISH",7,5,1,456450
1995,5,"SPOTTED SEATROUT",7,5,5,456450
1995,5,"STRIPED BURRFISH",7,5,1,456450
1995,6,"COMMON SNOOK",7,5,3,1464380
1995,6,"CREVALLE JACK",7,5,10,1464380
1995,6,"GRAY SNAPPER",7,5,3,1464380
1995,6,"GULF FLOUNDER",7,5,2,1464380
1995,6,"HARDHEAD CATFISH",7,5,7,1464380
1995,6,"LADYFISH",7,5,6,1464380
1995,6,"PINFISH",7,5,29,1464380
1995,6,"RED DRUM",7,5,8,1464380
1995,6,"SHEEPSHEAD",7,5,1,1464380
1995,6,"SPOTTED SEATROUT",7,5,23,1464380
1995,6,"TOADFISH GENUS",7,5,1,1464380
1995,6,"UNIDENTIFIED (SURFACE FISH)",7,5,1,1464380
1995,7,"BLACK DRUM",7,5,1,49421
1995,7,"CREVALLE JACK",7,5,1,49421
1995,7,"GAFFTOPSAIL CATFISH",7,5,1,49421
1995,7,"GRAY SNAPPER",7,5,2,49421
1995,7,"LADYFISH",7,5,1,49421
1995,7,"RED DRUM",7,5,1,49421
1995,7,"SCALED SARDINE",7,5,13,49421
1995,7,"SPOTTED SEATROUT",7,5,6,49421
1995,8,"ATLANTIC SPADEFISH",3,5,1,1386527
1995,8,"BLACK DRUM",3,5,4,1386527
1995,8,"COMMON SNOOK",3,5,10,1386527
1995,8,"CREVALLE JACK",3,5,4,1386527
1995,8,"PINFISH",3,5,1,1386527
1995,8,"SHEEPSHEAD",3,5,30,1386527
1995,9,"BLACK SEA BASS",7,5,1,1543920
1995,9,"BLUEFISH",7,5,1,1543920
1995,9,"COBIA",7,5,1,1543920
1995,9,"COMMON SNOOK",7,5,3,1543920
1995,9,"CREVALLE JACK",3,5,13,1543920
1995,9,"CREVALLE JACK",7,5,7,1543920
1995,9,"GAFFTOPSAIL CATFISH",7,5,2,1543920
1995,9,"GAG",7,5,8,1543920
1995,9,"GRAY SNAPPER",7,5,30,1543920
1995,9,"GULF FLOUNDER",3,5,1,1543920
1995,9,"GULF FLOUNDER",7,5,1,1543920
1995,9,"GULF TOADFISH",7,5,1,1543920
1995,9,"HARDHEAD CATFISH",3,5,7,1543920
1995,9,"HARDHEAD CATFISH",7,5,16,1543920
1995,9,"INSHORE LIZARDFISH",7,5,11,1543920
1995,9,"LADYFISH",7,5,19,1543920
1995,9,"LEFTEYE FLOUNDER FAMILY",7,5,1,1543920
1995,9,"PIGFISH",7,5,3,1543920
1995,9,"PINFISH",3,5,5,1543920
1995,9,"PINFISH",7,5,41,1543920
1995,9,"RED DRUM",3,5,1,1543920
1995,9,"RED DRUM",7,5,12,1543920
1995,9,"SCALED SARDINE",7,5,128,1543920
1995,9,"SPOTTED SEATROUT",7,5,19,1543920
1995,9,"STRIPED BURRFISH",7,5,1,1543920
1995,9,"WHITE GRUNT",7,5,4,1543920
1995,10,"BLUE RUNNER",3,5,1,8899
1995,10,"GAFFTOPSAIL CATFISH",7,5,1,8899
1995,10,"GRAY SNAPPER",3,5,8,8899
1995,10,"HARDHEAD CATFISH",7,5,3,8899
1995,10,"RED DRUM",3,5,3,8899
1995,10,"SHEEPSHEAD",3,5,1,8899
1995,11,"COMMON SNOOK",7,5,1,5728
1995,11,"CREVALLE JACK",7,5,3,5728
1995,11,"GAG",7,5,3,5728
1995,11,"LADYFISH",7,5,4,5728
1995,11,"RED DRUM",7,5,1,5728
1995,11,"SHEEPSHEAD",7,5,1,5728
1995,11,"SPOTTED SEATROUT",7,5,20,5728
1995,11,"STINGRAY FAMILY",7,5,2,5728
1995,11,"WHITE GRUNT",7,5,3,5728
1995,12,"BLACK DRUM",3,5,1,696915
1995,12,"BONNETHEAD",3,5,1,696915
1995,12,"CREVALLE JACK",7,5,1,696915
1995,12,"GRAY SNAPPER",3,5,2,696915
1995,12,"GRAY SNAPPER",7,5,6,696915
1995,12,"GULF FLOUNDER",5,5,1,696915
1995,12,"HARDHEAD CATFISH",3,5,2,696915
1995,12,"LADYFISH",7,5,1,696915
1995,12,"MULLET GENUS",7,5,12,696915
1995,12,"SEATROUT GENUS",3,5,1,696915
1995,12,"SHEEPSHEAD",3,5,9,696915
1995,12,"SHEEPSHEAD",5,5,6,696915
1995,12,"SHEEPSHEAD",7,5,2,696915
1995,12,"SPOTTED SEATROUT",3,5,1,696915
1995,12,"STRIPED MULLET",3,5,2,696915
1996,1,"BLACK DRUM",7,5,1,27483
1996,1,"COMMON SNOOK",7,5,1,27483
