X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID,Shape
-80.62418,28.13248,3057523,2020/01/02 00:00:00+00,14:58:00,EST,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW200103-069,
-80.59505,28.08245,3057524,2020/01/02 00:00:00+00,15:21:00,EST,0.2,Geiger Point; Melbourne Causeway at (Indian River),28.08245,-80.59505,Karenia brevis,0,HABW200103-070,
-82.090222,26.908758,3057527,2020/01/02 00:00:00+00,16:58:00,EST,0.5,Ponce De Leon Boat Ramp; canal E of,26.908758,-82.090222,Karenia brevis,0,HABW200103-073,
-82.079719,26.9142,3057528,2020/01/02 00:00:00+00,17:35:00,EST,0.5,Rio Lisbo Court; canal N of,26.9142,-82.079719,Karenia brevis,0,HABW200103-074,
-84.88478,29.7301,3057529,2020/01/02 00:00:00+00,10:18:00,EST,0.1,Millender Street; S of (St. George Sound),29.7301,-84.88478,Karenia brevis,0,HABW200103-075,
-82.4463,26.66205,3057531,2020/01/02 00:00:00+00,,EST,0.5,Cayo Costa; 11 mi W of,26.66205,-82.4463,Karenia brevis,1000,HABW200103-077,
-82.525,26.64455,3057532,2020/01/02 00:00:00+00,,EST,0.5,Cayo Costa; 16 mi W of,26.64455,-82.525,Karenia brevis,0,HABW200103-078,
-82.36115,26.6751,3057533,2020/01/02 00:00:00+00,,EST,0.5,Cayo Costa; 6.2 mi W of,26.6751,-82.36115,Karenia brevis,333,HABW200103-079,
-82.550833,26.649983,3057534,2020/01/02 00:00:00+00,,EST,0.5,Cayo Costa; 18 mi W of,26.649983,-82.550833,Karenia brevis,0,HABW200103-080,
-81.9623,25.9085,3057537,2020/01/02 00:00:00+00,9:55:00,EST,0.5,Caxambas Pass; 15 mi W of,25.9085,-81.9623,Karenia brevis,16667,HABW200103-083,
-81.8594,25.9997,3057538,2020/01/02 00:00:00+00,11:34:00,EST,0.5,Marco Island; 7.2 mi NW of,25.9997,-81.8594,Karenia brevis,0,HABW200103-084,
-80.612495,28.198262,3057541,2020/01/02 00:00:00+00,8:45:00,EST,0.5,Hawksbill Island Drive; canal E of (Banana River),28.198262,-80.612495,Karenia brevis,0,HABW200103-087,
-82.8323,27.9777,3057542,2020/01/02 00:00:00+00,,EST,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW200103-088,
-82.729322,27.691706,3057768,2020/01/03 00:00:00+00,9:00:00,EST,0.5,Madonna Boulevard; W of (Pass-a-Grille Channel),27.691706,-82.729322,Karenia brevis,0,HABW200107-037,
-82.739617,27.740489,3057769,2020/01/03 00:00:00+00,11:00:00,EST,0.5,4th Palm Point Street; NE of (Boca Ciega Bay),27.740489,-82.739617,Karenia brevis,0,HABW200107-038,
-85.748358,30.18736,3057549,2020/01/04 00:00:00+00,10:42:00,CST,0.5,Hathaway Bridge; S of (Saint Andrew Bay),30.18736,-85.748358,Karenia brevis,0,HABW200106-003,
-85.66446,30.149617,3057550,2020/01/04 00:00:00+00,11:05:00,CST,0.5,Panama City Marina; S of (Saint Andrew Bay),30.149617,-85.66446,Karenia brevis,0,HABW200106-004,
-80.4155,27.75906,3057763,2020/01/04 00:00:00+00,8:40:00,EST,0.5,Environmental Learning Center Pier (Indian River),27.75906,-80.4155,Karenia brevis,0,HABW200107-032,
-80.211264,27.224761,3057764,2020/01/04 00:00:00+00,9:30:00,EST,0.7,Indian Riverside Park Pier (Indian River),27.224761,-80.211264,Karenia brevis,0,HABW200107-033,
-80.1939,27.162256,3057765,2020/01/04 00:00:00+00,9:00:00,EST,0.7,Sandsprit Park Boat Ramp (Manatee Pocket),27.162256,-80.1939,Karenia brevis,0,HABW200107-034,
-80.322742,27.451811,3057766,2020/01/04 00:00:00+00,7:15:00,EST,1,Indian River Veterans Memorial Park Boat Ramp (Indian River),27.451811,-80.322742,Karenia brevis,0,HABW200107-035,
-80.2971,27.38745,3057767,2020/01/04 00:00:00+00,7:45:00,EST,0.5,East Midway Road; N of (Indian River),27.38745,-80.2971,Karenia brevis,0,HABW200107-036,
-80.635,28.1505,3057761,2020/01/05 00:00:00+00,,EST,0.5,Tropic; SW of (Indian River),28.1505,-80.635,Karenia brevis,0,HABW200107-030,
-80.5008,27.88507,3057762,2020/01/05 00:00:00+00,10:00:00,EST,0.5,Barefoot Bay Pier (Indian River),27.88507,-80.5008,Karenia brevis,0,HABW200107-031,
-82.631267,27.759803,3057547,2020/01/06 00:00:00+00,9:41:00,CST,0.5,FWRI Peninsula; SE tip of (Bayboro Harbor),27.759803,-82.631267,Karenia brevis,0,HABW200106-001,
-82.631267,27.759803,3057548,2020/01/06 00:00:00+00,9:43:00,CST,5.5,FWRI Peninsula; SE tip of (Bayboro Harbor),27.759803,-82.631267,Karenia brevis,0,HABW200106-002,
-83.2979,27.7014,3057551,2020/01/06 00:00:00+00,10:15:00,EST,5,Pass-a-Grille Beach; 34 mi W of,27.7014,-83.2979,Karenia brevis,0,HABW200106-005,
-82.63202,27.37317,3057559,2020/01/06 00:00:00+00,14:25:00,GMT,0.5,Longboat Key Beach,27.37317,-82.63202,Karenia brevis,0,HABW200110-001,
-82.56244,27.32682,3057560,2020/01/06 00:00:00+00,14:05:00,GMT,0.5,Ringling Causeway,27.32682,-82.56244,Karenia brevis,0,HABW200110-002,
-82.58171,27.31561,3057561,2020/01/06 00:00:00+00,14:55:00,GMT,0.5,North Lido Beach,27.31561,-82.58171,Karenia brevis,0,HABW200110-003,
-82.57718,27.311,3057562,2020/01/06 00:00:00+00,15:10:00,GMT,0.5,Lido Beach Casino,27.311,-82.57718,Karenia brevis,0,HABW200110-004,
-82.56739,27.29818,3057563,2020/01/06 00:00:00+00,15:25:00,GMT,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW200110-005,
-82.5531,27.26518,3057564,2020/01/06 00:00:00+00,16:00:00,GMT,0.5,Siesta Beach,27.26518,-82.5531,Karenia brevis,0,HABW200110-006,
-82.51711,27.21843,3057565,2020/01/06 00:00:00+00,16:40:00,GMT,0.5,Turtle Beach,27.21843,-82.51711,Karenia brevis,0,HABW200110-007,
-82.47122,27.12332,3057566,2020/01/06 00:00:00+00,15:32:00,GMT,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW200110-008,
-82.46883,27.11382,3057567,2020/01/06 00:00:00+00,15:22:00,GMT,0.5,North Jetty,27.11382,-82.46883,Karenia brevis,0,HABW200110-009,
-82.46089,27.10034,3057568,2020/01/06 00:00:00+00,14:58:00,GMT,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW200110-010,
-82.45286,27.07827,3057569,2020/01/06 00:00:00+00,14:42:00,GMT,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW200110-011,
-82.4509,27.0735,3057570,2020/01/06 00:00:00+00,14:28:00,GMT,0.5,Venice Fishing Pier,27.0735,-82.4509,Karenia brevis,0,HABW200110-012,
-82.448,27.06631,3057571,2020/01/06 00:00:00+00,14:18:00,GMT,0.5,Brohard Beach,27.06631,-82.448,Karenia brevis,500,HABW200110-013,
-82.4436,27.05703,3057572,2020/01/06 00:00:00+00,14:06:00,GMT,0.5,Caspersen Beach,27.05703,-82.4436,Karenia brevis,0,HABW200110-014,
-82.41312,27.01031,3057573,2020/01/06 00:00:00+00,13:39:00,GMT,0.5,Manasota Beach,27.01031,-82.41312,Karenia brevis,0,HABW200110-015,
-82.38565,26.96324,3057574,2020/01/06 00:00:00+00,13:25:00,GMT,0.5,Blind Pass Beach,26.96324,-82.38565,Karenia brevis,0,HABW200110-016,
-83.2979,27.7014,3057708,2020/01/06 00:00:00+00,10:15:00,EST,11,Pass-a-Grille Beach; 34 mi W of,27.7014,-83.2979,Karenia brevis,9,HABW200106-006,
-83.2979,27.7014,3057709,2020/01/06 00:00:00+00,10:15:00,EST,22,Pass-a-Grille Beach; 34 mi W of,27.7014,-83.2979,Karenia brevis,0,HABW200106-007,
-83.2979,27.7014,3057710,2020/01/06 00:00:00+00,10:15:00,EST,30.5,Pass-a-Grille Beach; 34 mi W of,27.7014,-83.2979,Karenia brevis,0,HABW200106-008,
-83.410366,27.64966,3057711,2020/01/06 00:00:00+00,11:01:00,EST,0.5,Bunces Pass; 41 mi W of,27.64966,-83.410366,Karenia brevis,0,HABW200106-009,
-83.410366,27.64966,3057712,2020/01/06 00:00:00+00,11:01:00,EST,17,Bunces Pass; 41 mi W of,27.64966,-83.410366,Karenia brevis,0,HABW200106-010,
-83.410366,27.64966,3057713,2020/01/06 00:00:00+00,11:01:00,EST,33.9,Bunces Pass; 41 mi W of,27.64966,-83.410366,Karenia brevis,0,HABW200106-011,
-83.2474,27.64966,3057714,2020/01/06 00:00:00+00,11:50:00,EST,0.5,Bunces Pass; 31 mi W of,27.64966,-83.2474,Karenia brevis,0,HABW200106-012,
-83.2474,27.64966,3057715,2020/01/06 00:00:00+00,11:50:00,EST,15,Bunces Pass; 31 mi W of,27.64966,-83.2474,Karenia brevis,5,HABW200106-013,
-83.2474,27.64966,3057716,2020/01/06 00:00:00+00,11:50:00,EST,30.1,Bunces Pass; 31 mi W of,27.64966,-83.2474,Karenia brevis,7,HABW200106-014,
-83.084434,27.64966,3057717,2020/01/06 00:00:00+00,12:27:00,EST,0.5,Bunces Pass; 21 mi W of,27.64966,-83.084434,Karenia brevis,0,HABW200106-015,
-83.084434,27.64966,3057718,2020/01/06 00:00:00+00,12:27:00,EST,10.1,Bunces Pass; 21 mi W of,27.64966,-83.084434,Karenia brevis,15,HABW200106-016,
-83.084434,27.64966,3057719,2020/01/06 00:00:00+00,12:27:00,EST,19.8,Bunces Pass; 21 mi W of,27.64966,-83.084434,Karenia brevis,0,HABW200106-017,
-82.921468,27.64966,3057720,2020/01/06 00:00:00+00,13:10:00,EST,0.5,Bunces Pass; 11 mi W of,27.64966,-82.921468,Karenia brevis,0,HABW200106-018,
-82.921468,27.64966,3057721,2020/01/06 00:00:00+00,13:10:00,EST,11.4,Bunces Pass; 11 mi W of,27.64966,-82.921468,Karenia brevis,0,HABW200106-019,
-82.84019,27.64966,3057722,2020/01/06 00:00:00+00,13:30:00,EST,0.5,Bunces Pass; 5.8 mi W of,27.64966,-82.84019,Karenia brevis,0,HABW200106-020,
-82.84019,27.64966,3057723,2020/01/06 00:00:00+00,13:30:00,EST,8.9,Bunces Pass; 5.8 mi W of,27.64966,-82.84019,Karenia brevis,0,HABW200106-021,
-82.8243,27.96035,3057724,2020/01/06 00:00:00+00,14:15:00,EST,0.5,Clearwater Pass,27.96035,-82.8243,Karenia brevis,0,HABW200106-027,
-82.81915,27.8121,3057725,2020/01/06 00:00:00+00,15:11:00,EST,0.5,La Contessa Pier,27.8121,-82.81915,Karenia brevis,0,HABW200106-028,
-82.7391,27.6133,3057726,2020/01/06 00:00:00+00,16:12:00,EST,0.5,Mullet Key; Gulf Pier,27.6133,-82.7391,Karenia brevis,0,HABW200106-029,
-82.6508,27.6055,3057727,2020/01/06 00:00:00+00,12:52:00,EST,0.5,Skyway Fishing Pier; South (Lower Tampa Bay),27.6055,-82.6508,Karenia brevis,0,HABW200106-030,
-82.69014,27.7117,3057728,2020/01/06 00:00:00+00,16:41:00,EST,0.5,Wallace Cove (Boca Ciega Bay),27.7117,-82.69014,Karenia brevis,0,HABW200106-031,
-82.6522,27.4959,3057729,2020/01/06 00:00:00+00,10:01:00,EST,0.5,Palma Sola Bay Bridge,27.4959,-82.6522,Karenia brevis,0,HABW200106-032,
-82.68798,27.44602,3057730,2020/01/06 00:00:00+00,11:30:00,EST,0.5,Longboat Pass Boat Ramp (Sarasota Bay),27.44602,-82.68798,Karenia brevis,0,HABW200106-033,
-82.7402,27.5385,3057731,2020/01/06 00:00:00+00,10:46:00,EST,0.5,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),27.5385,-82.7402,Karenia brevis,0,HABW200106-034,
-82.18463,26.59925,3057732,2020/01/06 00:00:00+00,11:31:00,EST,0.2,Captiva Rocks; SW of (Pine Island Sound),26.59925,-82.18463,Karenia brevis,0,HABW200107-001,
-82.170817,26.560417,3057733,2020/01/06 00:00:00+00,11:21:00,EST,0.2,Redfish Pass; 1.8 mi E of (Pine Island Sound),26.560417,-82.170817,Karenia brevis,333,HABW200107-002,
-82.15667,26.532117,3057734,2020/01/06 00:00:00+00,11:14:00,EST,0.2,Buck Key; 1.9 mi NE of (Pine Island Sound),26.532117,-82.15667,Karenia brevis,0,HABW200107-003,
-82.1257,26.538,3057735,2020/01/06 00:00:00+00,10:21:00,EST,0.2,Regla Island; W of (Pine Island Sound),26.538,-82.1257,Karenia brevis,0,HABW200107-004,
-82.1347,26.5767,3057736,2020/01/06 00:00:00+00,10:10:00,EST,0.2,Cork Island; W of (Pine Island Sound),26.5767,-82.1347,Karenia brevis,0,HABW200107-005,
-82.1561,26.5902,3057737,2020/01/06 00:00:00+00,12:12:00,EST,0.2,Hemp Key; S of (Pine Island Sound),26.5902,-82.1561,Karenia brevis,0,HABW200107-006,
-82.1237,26.5037,3057738,2020/01/06 00:00:00+00,11:01:00,EST,0.2,Chino Island; E of (Pine Island Sound),26.5037,-82.1237,Karenia brevis,0,HABW200107-007,
-80.44951,27.82037,3057739,2020/01/06 00:00:00+00,12:21:00,EST,0.5,Roseate Island; NE of (Indian River),27.82037,-80.44951,Karenia brevis,0,HABW200107-008,
-80.49474,27.88805,3057740,2020/01/06 00:00:00+00,12:59:00,EST,0.5,Barefoot Bay Pier; NE of (Indian River),27.88805,-80.49474,Karenia brevis,0,HABW200107-009,
-81.72805,25.91165,3057741,2020/01/06 00:00:00+00,11:45:00,EST,0.5,South Marco Beach,25.91165,-81.72805,Karenia brevis,0,HABW200107-010,
-81.8362,26.30481,3057742,2020/01/06 00:00:00+00,13:10:00,EST,0.5,Barefoot Beach State Preserve,26.30481,-81.8362,Karenia brevis,0,HABW200107-011,
-81.82377,26.25375,3057743,2020/01/06 00:00:00+00,13:41:00,EST,0.5,Vanderbilt Beach,26.25375,-81.82377,Karenia brevis,0,HABW200107-012,
-81.8154,26.1863,3057744,2020/01/06 00:00:00+00,14:13:00,EST,0.5,Vedado Way; W of,26.1863,-81.8154,Karenia brevis,0,HABW200107-013,
-81.8063,26.13163,3057745,2020/01/06 00:00:00+00,14:30:00,EST,0.5,Naples Pier,26.13163,-81.8063,Karenia brevis,0,HABW200107-014,
-80.61298,28.35034,3057746,2020/01/06 00:00:00+00,8:45:00,EST,0.5,Diamond Bay (Banana River),28.35034,-80.61298,Karenia brevis,0,HABW200107-015,
-81.882778,26.403056,3057747,2020/01/06 00:00:00+00,8:40:00,EST,0.4,Big Carlos Pass,26.403056,-81.882778,Karenia brevis,0,HABW200107-016,
-81.851944,26.353056,3057748,2020/01/06 00:00:00+00,8:55:00,EST,0.4,Hogue Channel,26.353056,-81.851944,Karenia brevis,0,HABW200107-017,
-82.0953,26.9092,3057749,2020/01/06 00:00:00+00,7:25:00,EST,0.5,Punta Gorda Boat Ramp (Charlotte Harbor),26.9092,-82.0953,Karenia brevis,0,HABW200107-018,
-82.0611,26.7614,3057750,2020/01/06 00:00:00+00,7:21:00,EST,0.5,Burnt Store Marina (Charlotte Harbor),26.7614,-82.0611,Karenia brevis,0,HABW200107-019,
-82.20995,26.77119,3057751,2020/01/06 00:00:00+00,7:47:00,EST,0.5,Cayo Pelau; E of (Bull Bay),26.77119,-82.20995,Karenia brevis,0,HABW200107-020,
-81.9532,26.4577,3057752,2020/01/06 00:00:00+00,6:24:00,EST,0.5,Matanzas Pass (Estero Bay),26.4577,-81.9532,Karenia brevis,0,HABW200107-021,
-81.858,26.4294,3057753,2020/01/06 00:00:00+00,7:16:00,EST,0.5,Estero River; mouth of (Estero Bay),26.4294,-81.858,Karenia brevis,0,HABW200107-022,
-81.8655,26.3936,3057754,2020/01/06 00:00:00+00,6:53:00,EST,0.5,Carl Johnson Park Boat Ramp (Estero Bay),26.3936,-81.8655,Karenia brevis,0,HABW200107-023,
-81.8832,26.4287,3057755,2020/01/06 00:00:00+00,7:15:00,EST,0.5,Coon Key; N of (Estero Bay),26.4287,-81.8832,Karenia brevis,0,HABW200107-024,
-81.9272,26.4462,3057756,2020/01/06 00:00:00+00,6:50:00,EST,0.5,Mound House Dock (Estero Bay),26.4462,-81.9272,Karenia brevis,0,HABW200107-025,
-81.84,26.43861,3057757,2020/01/06 00:00:00+00,8:00:00,EST,0.5,Estero River; upstream,26.43861,-81.84,Karenia brevis,0,HABW200107-026,
-82.47122,27.12332,3057758,2020/01/06 00:00:00+00,,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW200107-027,
-82.46089,27.10034,3057759,2020/01/06 00:00:00+00,,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,333,HABW200107-028,
-80.54599,28.02968,3057760,2020/01/06 00:00:00+00,,EST,0.5,Beach Woods Pier (Indian River),28.02968,-80.54599,Karenia brevis,0,HABW200107-029,
-81.601017,24.769483,3057872,2020/01/06 00:00:00+00,,,0.2,Sawyer Key; 2 mi NW of,24.769483,-81.601017,Karenia brevis,0,HABW200113-054,
-81.61275,24.78372,3057873,2020/01/06 00:00:00+00,,,0.2,Sawyer Key; 3.2 mi NW of,24.78372,-81.61275,Karenia brevis,0,HABW200113-055,
-81.638667,24.79875,3057874,2020/01/06 00:00:00+00,,,0.2,Sawyer Key; 5.1 mi NW of,24.79875,-81.638667,Karenia brevis,0,HABW200113-056,
-81.664667,24.811917,3057875,2020/01/06 00:00:00+00,,,0.2,Sawyer Key; 7 mi NW of,24.811917,-81.664667,Karenia brevis,0,HABW200113-057,
-82.7489,28.516317,3058036,2020/01/06 00:00:00+00,19:26:00,EST,0.5,Centipede Bay; 4.9 mi W of,28.516317,-82.7489,Karenia brevis,0,HABW200108-032,
-82.78085,28.564917,3058037,2020/01/06 00:00:00+00,19:39:00,EST,0.5,Rock Island; 7.7 mi W of,28.564917,-82.78085,Karenia brevis,0,HABW200108-033,
-82.73455,28.514533,3058038,2020/01/06 00:00:00+00,19:53:00,EST,0.5,Round Island; 3 mi W of,28.514533,-82.73455,Karenia brevis,0,HABW200108-034,
-82.654267,28.57895,3058039,2020/01/06 00:00:00+00,0:01:00,EST,0.5,Pine Island; N of,28.57895,-82.654267,Karenia brevis,0,HABW200108-035,
-85.3045,29.7987,3058056,2020/01/06 00:00:00+00,9:15:00,EST,0.5,Patton Bayou; W of (St. Joseph Bay),29.7987,-85.3045,Karenia brevis,0,HABW200109-017,
-85.3228,29.7202,3058057,2020/01/06 00:00:00+00,12:55:00,EST,0.5,Blacks Island; E of (St. Joseph Bay),29.7202,-85.3228,Karenia brevis,0,HABW200109-018,
-85.35882,29.70403,3058058,2020/01/06 00:00:00+00,14:02:00,EST,0.5,Pig Island; 0.7 mi E of (St. Joseph Bay),29.70403,-85.35882,Karenia brevis,0,HABW200109-019,
-85.3847,29.7588,3058059,2020/01/06 00:00:00+00,15:28:00,EST,0.5,Eagle Harbor; SE of (St. Joseph Bay),29.7588,-85.3847,Karenia brevis,0,HABW200109-020,
-85.347,29.7848,3058061,2020/01/06 00:00:00+00,16:05:00,EST,0.5,Mid-St. Joseph Bay,29.7848,-85.347,Karenia brevis,0,HABW200109-022,
-80.105,25.6417,3058115,2020/01/06 00:00:00+00,13:25:00,GMT,1,Biscayne Key; 3.6 mi SE of,25.6417,-80.105,Karenia brevis,0,HABW200115-031,
-80.38,25.01,3058116,2020/01/06 00:00:00+00,20:17:00,GMT,1,Molasses Reef Lighthouse; SW of,25.01,-80.38,Karenia brevis,0,HABW200115-032,
-80.38,25.01,3058117,2020/01/06 00:00:00+00,20:17:00,GMT,28.2,Molasses Reef Lighthouse; SW of,25.01,-80.38,Karenia brevis,0,HABW200115-033,
-80.7567,24.8208,3058118,2020/01/06 00:00:00+00,23:55:00,GMT,1,Craig Key; 1.1 mi S of,24.8208,-80.7567,Karenia brevis,333,HABW200115-034,
-86.6005,30.401017,3057553,2020/01/07 00:00:00+00,12:50:00,CST,0.1,Brooks Bridge (Santa Rosa Sound),30.401017,-86.6005,Karenia brevis,15333,HABW200109-034,
-86.533733,30.373,3057554,2020/01/07 00:00:00+00,13:20:00,CST,0.1,Eglin Beach Park; 1 mi S of,30.373,-86.533733,Karenia brevis,0,HABW200109-035,
-82.845,27.97,3057555,2020/01/07 00:00:00+00,16:43:00,EST,0.5,Clearwater Pass; W of,27.97,-82.845,Karenia brevis,0,HABW200109-036,
-82.835,27.976667,3057556,2020/01/07 00:00:00+00,16:51:00,EST,0.5,Clearwater Beach Pier 60; W of,27.976667,-82.835,Karenia brevis,0,HABW200109-037,
-81.55,25.54,3057557,2020/01/07 00:00:00+00,15:01:00,EST,0.5,Lostmans Key; 22 mi W of,25.54,-81.55,Karenia brevis,1333,HABW200109-038,
-81.55,25.54,3057558,2020/01/07 00:00:00+00,15:03:00,EST,12,Lostmans Key; 22 mi W of,25.54,-81.55,Karenia brevis,0,HABW200109-039,
-82.607833,27.972283,3057770,2020/01/07 00:00:00+00,13:42:00,EST,0.5,West Courtney Campbell Causeway; N of (Old Tampa Bay),27.972283,-82.607833,Karenia brevis,0,HABW200107-039,
-82.2805,26.816167,3057771,2020/01/07 00:00:00+00,11:32:00,EST,0.2,Gasparilla Pass,26.816167,-82.2805,Karenia brevis,0,HABW200108-001,
-82.2583,26.7117,3057772,2020/01/07 00:00:00+00,11:07:00,EST,0.2,Boca Grande Pass,26.7117,-82.2583,Karenia brevis,0,HABW200108-002,
-82.2145,26.74065,3057773,2020/01/07 00:00:00+00,10:59:00,EST,0.2,Cayo Pelau; 2 mi S of (Charlotte Harbor),26.74065,-82.2145,Karenia brevis,0,HABW200108-003,
-82.209383,26.782417,3057774,2020/01/07 00:00:00+00,10:41:00,EST,0.2,Bull Key; NW of (Bull Bay),26.782417,-82.209383,Karenia brevis,0,HABW200108-004,
-82.231,26.798,3057775,2020/01/07 00:00:00+00,10:32:00,EST,0.2,Sandfly Key; NE of (Gasparilla Sound),26.798,-82.231,Karenia brevis,0,HABW200108-005,
-82.2526,26.8164,3057776,2020/01/07 00:00:00+00,10:24:00,EST,0.2,Catfish Creek; mouth of (Gasparilla Sound),26.8164,-82.2526,Karenia brevis,0,HABW200108-006,
-85.3045,29.7987,3057777,2020/01/07 00:00:00+00,12:37:00,EST,0.5,Patton Bayou; W of (St. Joseph Bay),29.7987,-85.3045,Karenia brevis,0,HABW200108-007,
-85.32308,29.71837,3057778,2020/01/07 00:00:00+00,12:10:00,EST,0.5,Blacks Island; SE of (St. Joseph Bay),29.71837,-85.32308,Karenia brevis,0,HABW200108-008,
-85.35882,29.70403,3057779,2020/01/07 00:00:00+00,11:57:00,EST,0.5,Pig Island; 0.7 mi E of (St. Joseph Bay),29.70403,-85.35882,Karenia brevis,0,HABW200108-009,
-85.3847,29.7588,3057780,2020/01/07 00:00:00+00,11:42:00,EST,0.5,Eagle Harbor; SE of (St. Joseph Bay),29.7588,-85.3847,Karenia brevis,0,HABW200108-010,
-85.347,29.7848,3057781,2020/01/07 00:00:00+00,11:30:00,EST,0.5,Mid-St. Joseph Bay,29.7848,-85.347,Karenia brevis,0,HABW200108-011,
-87.1419,30.3273,3057782,2020/01/07 00:00:00+00,11:40:00,CST,3,Pensacola Beach Pier,30.3273,-87.1419,Karenia brevis,0,HABW200108-012,
